incident_id,pathogen_name,detection_date,region,location_lat,location_lon,case_count,source_type,ndvi_mean,tree_cover_pct,risk_score
INC-00191,Leptospirosis,2022-07-13 20:06:15.150300600,Dar es Salaam,-6.395357201227005,39.101246176697074,1,community,0.299,21.5,0.355
INC-00192,Avian Influenza H5N1,2022-07-16 18:19:28.737474944,Dar es Salaam,-7.05725688311934,39.58341219905408,10,lab,0.596,26.0,0.518
INC-00193,Avian Influenza H5N1,2022-07-19 16:32:42.324649296,Kisumu,-0.26635926948332295,35.2435516458284,7,community,0.529,12.3,0.043
INC-00194,Rift Valley Fever,2022-07-22 14:45:55.911823648,Garissa,-0.0441551855770515,40.01895795877418,3,community,0.177,33.2,0.649
INC-00195,Crimean-Congo HF,2022-07-25 12:59:09.498997992,Nairobi,-1.2568469447149275,36.509523679035134,15,lab,0.217,42.1,0.563
INC-00196,Leptospirosis,2022-07-28 11:12:23.086172344,Kisumu,0.15061594941797668,34.48875392120893,4,lab,0.482,52.9,0.681
INC-00197,Mpox,2022-07-31 09:25:36.673346688,Nairobi,-1.195644205836234,36.97329687909506,8,community,0.274,3.1,0.567
INC-00198,Rift Valley Fever,2022-08-03 07:38:50.260521040,Kisumu,0.06173720900949514,34.55703958163819,9,lab,0.172,58.4,0.438
INC-00199,Rift Valley Fever,2022-08-06 05:52:03.847695392,Garissa,-0.6538367084851744,39.88082413078058,8,environmental,0.193,42.2,0.35
INC-00200,Mpox,2022-08-09 04:05:17.434869736,Kisumu,-0.3503299383733371,34.834376650809645,14,environmental,0.199,17.1,0.226
INC-00201,Leptospirosis,2022-08-12 02:18:31.022044088,Garissa,-0.6307276528313348,39.6970077684904,10,environmental,0.387,12.3,0.5
INC-00202,Rift Valley Fever,2022-08-15 00:31:44.609218432,Kampala,0.0030375640834224837,32.911066924838785,6,lab,0.464,17.8,0.026
INC-00203,Rift Valley Fever,2022-08-17 22:44:58.196392784,Dar es Salaam,-6.418039634709192,39.41886077174268,1,community,0.206,52.5,0.328
INC-00204,Rift Valley Fever,2022-08-20 20:58:11.783567136,Kampala,0.1308429332501141,32.109097764997294,6,lab,0.527,17.5,0.678
INC-00205,Mpox,2022-08-23 19:11:25.370741480,Mombasa,-3.9819876055856156,39.217665137146014,15,community,0.269,27.8,0.109
INC-00206,Rift Valley Fever,2022-08-26 17:24:38.957915832,Lamu,-1.9774655748586258,41.00361845245602,10,lab,0.287,42.3,0.063
INC-00207,Mpox,2022-08-29 15:37:52.545090176,Garissa,-0.16939589062428645,39.63229107562228,11,environmental,0.234,52.3,0.652
INC-00208,Mpox,2022-09-01 13:51:06.132264528,Mombasa,-4.1050907414158075,39.42839065534299,10,community,0.571,39.5,0.398
INC-00209,Mpox,2022-09-04 12:04:19.719438872,Lamu,-2.293182691413274,40.8207160873148,12,lab,0.676,45.2,0.802
INC-00210,Leptospirosis,2022-09-07 10:17:33.306613224,Mombasa,-3.5487752510649755,39.92611631873286,2,lab,0.395,10.4,0.937
INC-00211,Mpox,2022-09-10 08:30:46.893787576,Lamu,-2.0948425230209757,41.22867148465793,18,community,0.125,52.6,0.957
INC-00212,Leptospirosis,2022-09-13 06:44:00.480961920,Lamu,-1.954801556882117,40.963283067890046,1,lab,0.256,16.5,0.426
INC-00213,Leptospirosis,2022-09-16 04:57:14.068136272,Kampala,0.7501499692192319,32.4678894808571,24,lab,0.195,7.7,0.264
INC-00214,Avian Influenza H5N1,2022-09-19 03:10:27.655310616,Lamu,-1.9818501637706607,40.67275676149511,10,lab,0.606,58.6,0.609
INC-00215,Leptospirosis,2022-09-22 01:23:41.242484968,Mombasa,-4.3582976550464325,39.69012447076925,7,community,0.151,12.1,0.628
INC-00216,Mpox,2022-09-24 23:36:54.829659320,Nairobi,-1.2242182662624277,36.631972618564376,7,environmental,0.68,8.2,0.622
INC-00217,Mpox,2022-09-27 21:50:08.416833664,Nairobi,-1.6844948426854551,36.881318137047224,9,lab,0.453,37.6,0.322
INC-00218,Crimean-Congo HF,2022-09-30 20:03:22.004008016,Kampala,0.5005181265639984,32.75917238250964,9,community,0.411,19.1,0.064
INC-00219,Mpox,2022-10-03 18:16:35.591182360,Garissa,0.0021294281878109778,39.2121782109194,5,lab,0.608,8.0,0.21
INC-00220,Rift Valley Fever,2022-10-06 16:29:49.178356712,Nairobi,-1.2736569356998886,36.31829046502275,7,lab,0.117,36.1,0.154
INC-00221,Avian Influenza H5N1,2022-10-09 14:43:02.765531056,Kampala,0.2805684928677672,32.29479713884074,0,lab,0.566,45.5,0.124
INC-00222,Avian Influenza H5N1,2022-10-12 12:56:16.352705408,Dar es Salaam,-7.256511248581837,39.60283949771878,1,lab,0.17,47.6,0.926
INC-00223,Rift Valley Fever,2022-10-15 11:09:29.939879760,Mombasa,-3.58370247767078,39.814496763228554,6,lab,0.604,9.3,0.014
INC-00224,Leptospirosis,2022-10-18 09:22:43.527054104,Lamu,-2.666437315869841,40.57402035193702,6,environmental,0.418,33.4,0.602
INC-00225,Rift Valley Fever,2022-10-21 07:35:57.114228456,Kisumu,-0.5506229066951531,35.15821996182362,5,lab,0.137,48.8,0.947
INC-00226,Leptospirosis,2022-10-24 05:49:10.701402800,Lamu,-2.5233733884950613,40.87201594028734,5,environmental,0.6,9.7,0.36
INC-00227,Rift Valley Fever,2022-10-27 04:02:24.288577152,Dar es Salaam,-7.226823566081617,39.184419756678665,3,lab,0.116,12.5,0.527
INC-00228,Mpox,2022-10-30 02:15:37.875751504,Kampala,0.30271384241176236,33.01806194384266,6,lab,0.183,0.1,0.696
INC-00229,Leptospirosis,2022-11-02 00:28:51.462925848,Mombasa,-4.027389198742888,39.22769269218334,4,lab,0.579,31.5,0.317
INC-00230,Leptospirosis,2022-11-04 22:42:05.050100200,Kampala,0.16016594902858394,32.29769827462872,2,environmental,0.379,11.7,0.478
INC-00231,Mpox,2022-11-07 20:55:18.637274544,Lamu,-2.7184795174251137,40.98783132515472,6,community,0.629,43.5,0.817
INC-00232,Avian Influenza H5N1,2022-11-10 19:08:32.224448896,Nairobi,-1.6747886317507734,36.512709509582,3,lab,0.481,57.7,0.745
INC-00233,Leptospirosis,2022-11-13 17:21:45.811623248,Lamu,-2.384935622010072,41.08158700920896,5,lab,0.474,12.5,0.808
INC-00234,Crimean-Congo HF,2022-11-16 15:34:59.398797592,Kampala,-0.09187554917346386,32.29661228933672,4,lab,0.275,38.9,0.987
INC-00235,Leptospirosis,2022-11-19 13:48:12.985971944,Lamu,-2.0712502743900867,40.50121697059881,7,community,0.18,12.7,0.37
INC-00236,Leptospirosis,2022-11-22 12:01:26.573146288,Dar es Salaam,-7.085333458475188,38.91531315964084,8,lab,0.677,1.1,0.747
INC-00237,Crimean-Congo HF,2022-11-25 10:14:40.160320640,Kampala,0.14966756878363852,32.50525403427206,13,community,0.163,45.5,0.603
INC-00238,Leptospirosis,2022-11-28 08:27:53.747494984,Kisumu,-0.19757622282190251,34.44409429917308,4,lab,0.417,26.0,0.667
INC-00239,Avian Influenza H5N1,2022-12-01 06:41:07.334669336,Dar es Salaam,-6.875744366930852,38.84302002492335,6,lab,0.264,56.8,0.74
INC-00240,Avian Influenza H5N1,2022-12-04 04:54:20.921843688,Nairobi,-1.7847282923251995,37.17750488621894,9,community,0.258,32.1,0.75
INC-00241,Leptospirosis,2022-12-07 03:07:34.509018032,Dar es Salaam,-7.180283629001302,39.02872520359731,2,lab,0.457,9.4,0.886
INC-00242,Leptospirosis,2022-12-10 01:20:48.096192384,Nairobi,-0.9236244362591219,36.67798168651825,5,lab,0.579,27.0,0.349
INC-00243,Crimean-Congo HF,2022-12-12 23:34:01.683366728,Dar es Salaam,-7.291120937488092,38.76359840950123,5,community,0.566,12.2,0.653
INC-00244,Leptospirosis,2022-12-15 21:47:15.270541080,Dar es Salaam,-6.784186644187124,39.065697623502054,11,lab,0.621,52.7,0.28
INC-00245,Crimean-Congo HF,2022-12-18 20:00:28.857715432,Nairobi,-1.2968869934927918,36.58203017732158,5,lab,0.276,41.5,0.595
INC-00246,Mpox,2022-12-21 18:13:42.444889776,Lamu,-2.436345838989362,41.01254506734179,6,lab,0.379,20.5,0.751
INC-00247,Crimean-Congo HF,2022-12-24 16:26:56.032064128,Kisumu,-0.16037497985355037,34.47334629767241,2,lab,0.106,31.7,0.791
INC-00248,Crimean-Congo HF,2022-12-27 14:40:09.619238472,Lamu,-1.9888588624734156,41.29042545306284,5,community,0.548,40.2,0.42
INC-00249,Rift Valley Fever,2022-12-30 12:53:23.206412824,Nairobi,-0.9451852937850436,37.24688962091955,3,lab,0.281,47.0,0.509
INC-00250,Avian Influenza H5N1,2023-01-02 11:06:36.793587168,Mombasa,-4.28312845658475,39.26803705717679,2,community,0.437,4.8,0.334
INC-00251,Rift Valley Fever,2023-01-05 09:19:50.380761520,Kampala,0.17008644096772985,32.18992295628858,4,environmental,0.202,1.4,0.169
INC-00252,Rift Valley Fever,2023-01-08 07:33:03.967935872,Mombasa,-4.300994146971668,39.28353243811099,8,community,0.592,6.9,0.261
INC-00253,Avian Influenza H5N1,2023-01-11 05:46:17.555110216,Kisumu,-0.11183859944893487,34.88752525631031,1,community,0.59,23.7,0.912
INC-00254,Mpox,2023-01-14 03:59:31.142284568,Dar es Salaam,-6.609095642341186,38.83029696420962,7,community,0.626,28.0,0.309
INC-00255,Mpox,2023-01-17 02:12:44.729458912,Mombasa,-4.31522412453658,40.02058831793026,4,environmental,0.128,8.2,0.975
INC-00256,Leptospirosis,2023-01-20 00:25:58.316633264,Dar es Salaam,-6.961618257945133,39.46259951493789,1,lab,0.695,24.7,0.241
INC-00257,Crimean-Congo HF,2023-01-22 22:39:11.903807616,Nairobi,-0.8560043824108495,37.137031858238025,13,lab,0.249,26.5,0.723
INC-00258,Rift Valley Fever,2023-01-25 20:52:25.490981960,Mombasa,-4.494907710153042,39.69426652688602,9,environmental,0.286,6.5,0.574
INC-00259,Leptospirosis,2023-01-28 19:05:39.078156312,Dar es Salaam,-6.8315843947604336,39.70500521151916,1,lab,0.25,55.0,0.697
INC-00260,Rift Valley Fever,2023-01-31 17:18:52.665330656,Lamu,-2.057881958403222,40.44623510294416,0,community,0.261,35.9,0.644
INC-00261,Mpox,2023-02-03 15:32:06.252505008,Mombasa,-4.393022988442526,39.56947096418611,8,lab,0.432,23.3,0.707
INC-00262,Avian Influenza H5N1,2023-02-06 13:45:19.839679360,Kisumu,-0.5443279799945182,34.59189266893763,3,community,0.244,30.4,0.906
INC-00263,Avian Influenza H5N1,2023-02-09 11:58:33.426853704,Garissa,-0.8150146283614692,40.09474449871264,6,lab,0.336,18.9,0.563
INC-00264,Crimean-Congo HF,2023-02-12 10:11:47.014028056,Garissa,-0.03439680646931714,39.72295995849759,3,community,0.493,51.3,0.068
INC-00265,Leptospirosis,2023-02-15 08:25:00.601202400,Dar es Salaam,-7.283094218178876,39.51451896544473,9,lab,0.602,34.5,0.271
INC-00266,Leptospirosis,2023-02-18 06:38:14.188376752,Kampala,0.03591797481135184,32.25286119365852,3,lab,0.516,29.7,0.708
INC-00267,Mpox,2023-02-21 04:51:27.775551096,Kisumu,-0.5604184870983555,35.246590143900434,0,community,0.457,54.7,0.494
INC-00268,Rift Valley Fever,2023-02-24 03:04:41.362725448,Dar es Salaam,-7.181724532437796,39.206967546876314,5,community,0.189,50.3,0.549
INC-00269,Crimean-Congo HF,2023-02-27 01:17:54.949899800,Dar es Salaam,-6.672204713371704,39.20200007627065,12,community,0.59,48.8,0.597
INC-00270,Leptospirosis,2023-03-01 23:31:08.537074144,Kisumu,-0.3500630912609142,35.23884072854574,4,community,0.122,13.5,0.383
INC-00271,Avian Influenza H5N1,2023-03-04 21:44:22.124248496,Nairobi,-1.2171769495693232,36.69795536121714,3,lab,0.259,9.2,0.774
INC-00272,Rift Valley Fever,2023-03-07 19:57:35.711422840,Mombasa,-3.9532816172338743,39.56573102455499,5,community,0.134,41.4,0.724
INC-00273,Leptospirosis,2023-03-10 18:10:49.298597192,Garissa,-0.10378466691022098,39.730851702804934,3,lab,0.5,28.1,0.714
INC-00274,Avian Influenza H5N1,2023-03-13 16:24:02.885771544,Kisumu,-0.5869606070881261,34.39600861054779,2,environmental,0.321,41.0,0.715
INC-00275,Avian Influenza H5N1,2023-03-16 14:37:16.472945888,Kampala,0.7009654593423668,32.40360562641186,12,lab,0.491,45.6,0.89
INC-00276,Mpox,2023-03-19 12:50:30.060120240,Kampala,0.466715086426974,32.27572832244513,13,lab,0.308,17.7,0.595
INC-00277,Rift Valley Fever,2023-03-22 11:03:43.647294584,Lamu,-2.6066965138950424,40.50534347910705,17,environmental,0.373,17.1,0.967
INC-00278,Crimean-Congo HF,2023-03-25 09:16:57.234468936,Nairobi,-1.013451611864716,37.18336760633102,15,community,0.375,29.4,0.119
INC-00279,Avian Influenza H5N1,2023-03-28 07:30:10.821643280,Nairobi,-0.9308974582094143,36.90655416612748,9,lab,0.127,16.4,0.632
INC-00280,Avian Influenza H5N1,2023-03-31 05:43:24.408817632,Mombasa,-4.289213516245843,39.526878791527906,9,community,0.358,40.0,0.717
INC-00281,Leptospirosis,2023-04-03 03:56:37.995991984,Kampala,0.7663896809026809,32.491189377366716,9,environmental,0.485,44.8,0.477
INC-00282,Rift Valley Fever,2023-04-06 02:09:51.583166328,Dar es Salaam,-6.837896569701342,39.13984700368736,2,lab,0.428,28.3,0.288
INC-00283,Rift Valley Fever,2023-04-09 00:23:05.170340680,Kampala,0.4510204543333215,32.71566918214471,12,environmental,0.145,43.4,0.55
INC-00284,Mpox,2023-04-11 22:36:18.757515024,Kampala,0.8322455336176436,33.009289391489,6,lab,0.501,30.6,0.365
INC-00285,Mpox,2023-04-14 20:49:32.344689376,Garissa,-0.5916839213608007,40.07887861965698,12,lab,0.285,42.8,0.909
INC-00286,Rift Valley Fever,2023-04-17 19:02:45.931863728,Mombasa,-3.7303176541798875,39.55969797953066,5,environmental,0.109,13.5,0.357
INC-00287,Leptospirosis,2023-04-20 17:15:59.519038080,Dar es Salaam,-6.97395488217154,39.03759045959777,4,lab,0.193,44.3,0.176
INC-00288,Mpox,2023-04-23 15:29:13.106212416,Kampala,0.646809522241491,32.53356650018526,5,lab,0.399,42.9,0.576
INC-00289,Rift Valley Fever,2023-04-26 13:42:26.693386768,Kampala,0.4483299188626425,32.650454230428494,11,community,0.286,16.0,0.396
INC-00290,Rift Valley Fever,2023-04-29 11:55:40.280561120,Lamu,-2.5530843047745986,40.86387791144975,5,lab,0.517,33.4,0.096
INC-00291,Mpox,2023-05-02 10:08:53.867735472,Mombasa,-4.129450906210764,39.8269594098167,6,community,0.244,51.3,0.565
INC-00292,Leptospirosis,2023-05-05 08:22:07.454909824,Garissa,-0.6355843656364384,39.700498023379765,9,community,0.564,15.0,0.538
INC-00293,Avian Influenza H5N1,2023-05-08 06:35:21.042084160,Kisumu,-0.5135936069196361,34.58867154669407,3,lab,0.272,44.2,0.173
INC-00294,Mpox,2023-05-11 04:48:34.629258512,Kampala,-0.1225692299003025,32.42825080576264,18,environmental,0.473,57.2,0.598
INC-00295,Crimean-Congo HF,2023-05-14 03:01:48.216432864,Kampala,0.19407465540718094,32.461112787559735,6,lab,0.58,52.0,0.567
INC-00296,Avian Influenza H5N1,2023-05-17 01:15:01.803607216,Lamu,-2.750405852182513,40.496699768249385,4,environmental,0.331,24.1,0.774
INC-00297,Mpox,2023-05-19 23:28:15.390781568,Kampala,0.013083757581775046,32.24858263241398,20,lab,0.128,36.4,0.362
INC-00298,Crimean-Congo HF,2023-05-22 21:41:28.977955904,Mombasa,-3.8182936791491313,39.89131980214538,22,community,0.421,59.5,0.249
INC-00299,Mpox,2023-05-25 19:54:42.565130256,Nairobi,-1.078297764316412,36.70631971152208,2,lab,0.697,34.1,0.951
INC-00300,Rift Valley Fever,2023-05-28 18:07:56.152304608,Kisumu,0.14687838645738266,34.48249497256014,13,environmental,0.681,6.9,0.561
INC-00301,Crimean-Congo HF,2023-05-31 16:21:09.739478960,Lamu,-2.452286828870021,40.964732410574854,7,lab,0.233,2.7,0.027
INC-00302,Mpox,2023-06-03 14:34:23.326653296,Nairobi,-0.8963695428823045,37.07276254247343,6,lab,0.553,47.4,0.821
INC-00303,Avian Influenza H5N1,2023-06-06 12:47:36.913827648,Garissa,-0.3593894519715524,39.40352136234537,0,lab,0.307,25.4,0.197
INC-00304,Leptospirosis,2023-06-09 11:00:50.501002000,Kampala,-0.02637765825337346,32.90930988192375,7,environmental,0.196,14.8,0.786
INC-00305,Leptospirosis,2023-06-12 09:14:04.088176352,Nairobi,-1.6426703385444659,37.24472785962505,2,community,0.5,20.9,0.705
INC-00306,Mpox,2023-06-15 07:27:17.675350704,Kisumu,0.10139342692970149,34.86535052907384,7,lab,0.401,45.4,0.969
INC-00307,Rift Valley Fever,2023-06-18 05:40:31.262525040,Kampala,0.020539936442078077,32.75146765899158,2,lab,0.424,27.9,0.966
INC-00308,Crimean-Congo HF,2023-06-21 03:53:44.849699392,Kisumu,-0.08440929841795669,34.320531990323055,5,lab,0.596,52.1,0.274
INC-00309,Avian Influenza H5N1,2023-06-24 02:06:58.436873744,Nairobi,-0.7946145240712893,37.26274289102191,1,lab,0.302,44.1,0.766
INC-00310,Rift Valley Fever,2023-06-27 00:20:12.024048096,Dar es Salaam,-7.28834639526666,39.10081273426495,8,community,0.5,58.4,0.317
INC-00311,Avian Influenza H5N1,2023-06-29 22:33:25.611222448,Dar es Salaam,-7.275774198102443,39.63222840054543,8,community,0.32,53.3,0.629
INC-00312,Leptospirosis,2023-07-02 20:46:39.198396784,Nairobi,-0.7933044180694935,36.89620052475024,3,community,0.126,15.3,0.598
INC-00313,Crimean-Congo HF,2023-07-05 18:59:52.785571136,Mombasa,-3.958838165865835,39.17282479884332,2,lab,0.327,39.5,0.055
INC-00314,Leptospirosis,2023-07-08 17:13:06.372745488,Mombasa,-4.416567024481487,39.20674799932343,8,lab,0.67,1.2,0.005
INC-00315,Avian Influenza H5N1,2023-07-11 15:26:19.959919840,Dar es Salaam,-6.395051800245906,39.388746805669925,4,community,0.39,59.5,0.058
INC-00316,Rift Valley Fever,2023-07-14 13:39:33.547094192,Lamu,-1.8890596998723077,40.96472801383193,5,lab,0.165,15.7,0.128
INC-00317,Rift Valley Fever,2023-07-17 11:52:47.134268528,Lamu,-2.2332395868886246,40.42859243720607,4,environmental,0.513,39.9,0.258
INC-00318,Leptospirosis,2023-07-20 10:06:00.721442880,Garissa,-0.33142797013924347,39.889558961222384,3,lab,0.678,50.9,0.907
INC-00319,Avian Influenza H5N1,2023-07-23 08:19:14.308617232,Lamu,-2.496252808499124,41.25420533706918,15,lab,0.645,9.6,0.519
INC-00320,Rift Valley Fever,2023-07-26 06:32:27.895791584,Kisumu,-0.5411823036279948,34.764373482439304,6,community,0.443,50.9,0.797
INC-00321,Leptospirosis,2023-07-29 04:45:41.482965936,Nairobi,-1.1918213911091358,36.78298044035726,6,lab,0.326,0.7,0.838
INC-00322,Rift Valley Fever,2023-08-01 02:58:55.070140272,Dar es Salaam,-6.997598806797237,38.71380110883463,14,community,0.448,26.5,0.735
INC-00323,Leptospirosis,2023-08-04 01:12:08.657314624,Garissa,-0.2895989533396481,39.9327487124936,6,lab,0.59,28.3,0.391
INC-00324,Leptospirosis,2023-08-06 23:25:22.244488976,Garissa,-0.11697482315739877,39.476815066746106,17,lab,0.617,22.4,0.864
INC-00325,Rift Valley Fever,2023-08-09 21:38:35.831663328,Mombasa,-4.525316456085636,40.04696961978254,3,lab,0.591,35.2,0.742
INC-00326,Leptospirosis,2023-08-12 19:51:49.418837680,Mombasa,-3.9477632253142727,39.54126658755805,4,lab,0.373,54.9,0.743
INC-00327,Avian Influenza H5N1,2023-08-15 18:05:03.006012016,Nairobi,-1.5551084603131478,36.882300910630704,3,environmental,0.171,19.6,0.902
INC-00328,Avian Influenza H5N1,2023-08-18 16:18:16.593186368,Nairobi,-0.9125005020961986,36.58756478819932,8,lab,0.442,34.8,0.599
INC-00329,Rift Valley Fever,2023-08-21 14:31:30.180360720,Kampala,0.1012605065618285,32.24310831258492,5,environmental,0.194,52.6,0.529
INC-00330,Crimean-Congo HF,2023-08-24 12:44:43.767535072,Kampala,0.4583661332354183,32.85742790338133,4,community,0.137,46.4,0.89
INC-00331,Crimean-Congo HF,2023-08-27 10:57:57.354709408,Kisumu,-0.03816115991038854,34.76454647884628,4,lab,0.399,2.4,0.454
INC-00332,Mpox,2023-08-30 09:11:10.941883760,Kisumu,-0.1955354999407511,34.804443923752245,2,lab,0.493,56.6,0.812
INC-00333,Rift Valley Fever,2023-09-02 07:24:24.529058112,Lamu,-2.0918192364002057,41.36747595348174,7,lab,0.612,2.8,0.054
INC-00334,Avian Influenza H5N1,2023-09-05 05:37:38.116232464,Kampala,0.5733656347154339,33.046099912222154,1,community,0.57,35.3,0.001
INC-00335,Leptospirosis,2023-09-08 03:50:51.703406816,Lamu,-2.202502204680613,41.2577021217024,3,environmental,0.614,34.5,0.528
INC-00336,Avian Influenza H5N1,2023-09-11 02:04:05.290581152,Garissa,-0.1947977628152459,39.33370829276503,0,lab,0.556,47.2,0.074
INC-00337,Rift Valley Fever,2023-09-14 00:17:18.877755504,Kisumu,0.3917150759929376,34.86222869430158,2,environmental,0.522,8.9,0.977
INC-00338,Rift Valley Fever,2023-09-16 22:30:32.464929856,Mombasa,-4.124204612099195,40.046353424655535,2,lab,0.106,10.8,0.006
INC-00339,Avian Influenza H5N1,2023-09-19 20:43:46.052104208,Garissa,-0.4386369481144691,39.52056293644894,1,lab,0.476,45.1,0.718
INC-00340,Crimean-Congo HF,2023-09-22 18:56:59.639278560,Dar es Salaam,-7.279884122058786,38.809434165935585,13,lab,0.172,9.0,0.243
INC-00341,Leptospirosis,2023-09-25 17:10:13.226452896,Kisumu,0.20432655631037838,35.07891890223992,15,community,0.135,28.2,0.968
INC-00342,Avian Influenza H5N1,2023-09-28 15:23:26.813627248,Dar es Salaam,-6.772123932954006,39.19009155136217,2,lab,0.194,43.9,0.382
INC-00343,Rift Valley Fever,2023-10-01 13:36:40.400801600,Kampala,0.2555574303605652,32.64691268035918,18,lab,0.594,39.1,0.027
INC-00344,Rift Valley Fever,2023-10-04 11:49:53.987975952,Garissa,-0.8591480369106042,40.12824329631784,8,lab,0.546,12.6,0.027
INC-00345,Rift Valley Fever,2023-10-07 10:03:07.575150304,Mombasa,-3.653820578324603,39.77541743049407,4,environmental,0.669,18.2,0.553
INC-00346,Rift Valley Fever,2023-10-10 08:16:21.162324640,Garissa,-0.5582127599594435,39.5710783856661,5,lab,0.687,58.1,0.987
INC-00347,Rift Valley Fever,2023-10-13 06:29:34.749498992,Garissa,-0.27063840179077964,39.516083367847195,3,lab,0.636,26.9,0.98
INC-00348,Avian Influenza H5N1,2023-10-16 04:42:48.336673344,Mombasa,-4.394102843631849,39.58582529265404,4,lab,0.18,2.7,0.337
INC-00349,Leptospirosis,2023-10-19 02:56:01.923847696,Mombasa,-3.581927370458968,39.286605083178664,5,environmental,0.627,13.2,0.483
INC-00350,Avian Influenza H5N1,2023-10-22 01:09:15.511022048,Kampala,0.02603776182183093,32.87727055841757,6,lab,0.603,20.5,0.1
INC-00351,Avian Influenza H5N1,2023-10-24 23:22:29.098196384,Nairobi,-1.5868470071005096,37.15493985818704,13,community,0.623,60.0,0.522
INC-00352,Avian Influenza H5N1,2023-10-27 21:35:42.685370736,Kisumu,0.2672808605577138,34.55235313457341,6,lab,0.191,18.2,0.6
INC-00353,Crimean-Congo HF,2023-10-30 19:48:56.272545088,Kampala,0.7601787441419312,32.38631661840995,5,lab,0.17,1.6,0.251
INC-00354,Crimean-Congo HF,2023-11-02 18:02:09.859719440,Garissa,-0.7410725924766985,40.02043325633481,3,community,0.654,30.8,0.612
INC-00355,Avian Influenza H5N1,2023-11-05 16:15:23.446893792,Garissa,-0.4834191118251721,39.17006935552796,4,community,0.204,5.0,0.9
INC-00356,Crimean-Congo HF,2023-11-08 14:28:37.034068128,Mombasa,-3.8099820954371704,39.688663443767226,9,lab,0.321,16.4,0.001
INC-00357,Rift Valley Fever,2023-11-11 12:41:50.621242480,Garissa,-0.07485426618919838,39.6097747146815,13,community,0.374,59.5,0.229
INC-00358,Leptospirosis,2023-11-14 10:55:04.208416832,Nairobi,-1.4073363049626948,37.00734976957846,3,environmental,0.175,42.3,0.21
INC-00359,Avian Influenza H5N1,2023-11-17 09:08:17.795591184,Lamu,-2.252420513150571,40.56545170014945,4,lab,0.112,3.0,0.124
INC-00360,Avian Influenza H5N1,2023-11-20 07:21:31.382765520,Lamu,-2.027723589480265,41.070390740795155,3,community,0.696,26.9,0.166
INC-00361,Avian Influenza H5N1,2023-11-23 05:34:44.969939872,Garissa,-0.22208402334720462,39.52283300787487,9,community,0.626,10.3,0.626
INC-00362,Rift Valley Fever,2023-11-26 03:47:58.557114224,Mombasa,-3.760516869973915,39.78692077816964,7,lab,0.647,7.4,0.103
INC-00363,Leptospirosis,2023-11-29 02:01:12.144288576,Garissa,-0.38328618135847364,39.18619400987278,5,environmental,0.271,35.2,0.739
INC-00364,Avian Influenza H5N1,2023-12-02 00:14:25.731462928,Nairobi,-1.6817739031952248,36.77895019718451,2,lab,0.232,30.3,0.887
INC-00365,Leptospirosis,2023-12-04 22:27:39.318637264,Kampala,0.75156929087804,32.604770893982376,2,lab,0.356,44.6,0.927
INC-00366,Avian Influenza H5N1,2023-12-07 20:40:52.905811616,Kampala,0.7131685393210282,32.29684640285499,10,community,0.372,53.5,0.66
INC-00367,Avian Influenza H5N1,2023-12-10 18:54:06.492985968,Kisumu,0.20639543581833303,34.407579654179116,12,environmental,0.103,14.8,0.197
INC-00368,Mpox,2023-12-13 17:07:20.080160320,Nairobi,-1.6865265228392705,36.5056973030123,2,environmental,0.568,55.4,0.085
INC-00369,Rift Valley Fever,2023-12-16 15:20:33.667334672,Lamu,-2.565042632918571,40.74620107806334,3,environmental,0.698,31.1,0.232
INC-00370,Mpox,2023-12-19 13:33:47.254509008,Kisumu,0.15189836510765192,34.36476614930497,6,environmental,0.417,15.5,0.962
INC-00371,Crimean-Congo HF,2023-12-22 11:47:00.841683360,Dar es Salaam,-7.269213905418053,39.65564779572961,1,lab,0.333,50.7,0.962
INC-00372,Rift Valley Fever,2023-12-25 10:00:14.428857712,Kisumu,0.38752263370727963,34.67295006149582,4,community,0.336,2.1,0.382
INC-00373,Rift Valley Fever,2023-12-28 08:13:28.016032064,Kisumu,-0.2145573196443193,35.07692560250675,5,environmental,0.158,33.6,0.326
INC-00374,Leptospirosis,2023-12-31 06:26:41.603206416,Garissa,-0.23390746630917642,40.12051612310885,11,environmental,0.26,43.3,0.51
INC-00375,Mpox,2024-01-03 04:39:55.190380752,Nairobi,-0.8988179115119567,36.39795828000274,7,lab,0.401,16.8,0.292
INC-00376,Mpox,2024-01-06 02:53:08.777555104,Lamu,-2.374810111849918,41.05372946793499,12,lab,0.359,51.8,0.98
INC-00377,Leptospirosis,2024-01-09 01:06:22.364729456,Lamu,-2.450307511400334,41.273469086741216,7,lab,0.427,14.4,0.221
INC-00378,Mpox,2024-01-11 23:19:35.951903808,Kisumu,0.017039128898246714,34.90219043396672,4,lab,0.609,50.4,0.369
INC-00379,Leptospirosis,2024-01-14 21:32:49.539078160,Mombasa,-3.9624876262519493,39.59723212135741,3,lab,0.235,4.7,0.429
INC-00380,Rift Valley Fever,2024-01-17 19:46:03.126252496,Nairobi,-1.377249022375203,36.74829935763794,5,environmental,0.117,9.6,0.125
INC-00381,Avian Influenza H5N1,2024-01-20 17:59:16.713426848,Garissa,-0.35144524413229156,39.18199788600736,10,community,0.123,22.9,0.383
INC-00382,Mpox,2024-01-23 16:12:30.300601200,Garissa,-0.017838630433505254,39.680699751289275,3,lab,0.181,51.2,0.857
